"gene","counts","sex","tissue","treatment","extint","samples"
"LHCGR",7.5559772156072,"male","gonads","control","reference","x.g.g.ATLAS_male_gonad_control"
"LHCGR",6.61336320600429,"male","gonads","control","reference","x.g.g.g.ATLAS_male_gonad_control"
"LHCGR",7.26792788302544,"male","gonads","inc.d9","eggs","x.g13.w109_male_gonad_inc.d9"
"LHCGR",7.27492193192449,"male","gonads","inc.d17","eggs","x.g14.w199_male_gonad_inc.d17"
"LHCGR",6.76157449003975,"male","gonads","inc.d3","eggs","x.g147.blu28_male_gonad_inc.d3"
"LHCGR",6.58486884256624,"male","gonads","m.inc.d3","loss","x.g5.w79_male_gonad_m.inc.d3"
"LHCGR",7.13985821735007,"male","gonads","hatch","chicks","x.g70_male_gonad_hatch"
"LHCGR",7.13595716606001,"male","gonads","m.inc.d9","loss","x.o117_male_gonad_m.inc.d9"
"LHCGR",6.74186760807641,"male","gonads","hatch","chicks","x.o160.w102_male_gonad_hatch"
"LHCGR",6.40377642489905,"male","gonads","inc.d3","eggs","x.o163.w101_male_gonad_inc.d3"
"LHCGR",7.10882060862675,"male","gonads","n5","chicks","x.o164.w123_male_gonad_n5"
"LHCGR",6.70076063541772,"male","gonads","n9","chicks","x.o2_male_gonad_n9"
"LHCGR",7.13815745504921,"male","gonads","bldg","reference","x.o30.g134_male_gonad_bldg"
"LHCGR",7.55660368694326,"male","gonads","m.inc.d17","loss","x.o40.r70_male_gonad_m.inc.d17"
"LHCGR",6.75532377255607,"male","gonads","inc.d9","eggs","x.o47.y82_male_gonad_inc.d9"
"LHCGR",7.25914807273197,"male","gonads","m.n2","loss","x.o4_male_gonad_m.hatch"
"LHCGR",7.14514234882421,"male","gonads","n5","chicks","x.o68_male_gonad_n5"
"LHCGR",7.45122929611845,"male","gonads","m.inc.d17","loss","x.r10.w18_male_gonad_m.inc.d17"
"LHCGR",7.35873006863479,"male","gonads","hatch","chicks","x.r178_male_gonad_hatch"
"LHCGR",6.92851155444396,"male","gonads","n5","chicks","x.r181_male_gonad_n5"
"LHCGR",7.76903435504875,"male","gonads","m.inc.d3","loss","x.r185_male_gonad_m.inc.d3"
"LHCGR",6.80125384849711,"male","gonads","inc.d17","eggs","x.r29.w96_male_gonad_inc.d17"
"LHCGR",7.0437756176606,"male","gonads","inc.d3","eggs","x.r64.g140_male_gonad_inc.d3"
"LHCGR",7.40825371352143,"male","gonads","bldg","reference","x.r67.blu35_male_gonad_bldg"
"LHCGR",7.04749139636594,"male","gonads","inc.d9","eggs","x.w192.o157_male_gonad_inc.d9"
"LHCGR",8.44315645037395,"male","gonads","control","reference","x.y.s.ATLAS_male_gonad_control"
"LHCGR",6.63912864629594,"male","gonads","inc.d17","eggs","x.y132.w76_male_gonad_inc.d17"
"LHCGR",7.2030441389258,"male","gonads","inc.d9","eggs","x.y141.w116_male_gonad_inc.d9"
"LHCGR",6.8532282255267,"male","gonads","early","chicks","x.y51_male_gonad_m.inc.d8"
"LHCGR",7.26862849099418,"male","gonads","prolong","eggs","x.y79_male_gonad_prolong"
"LHCGR",6.56597746130675,"male","gonads","m.inc.d9","loss","y.w.blk_male_gonad_m.inc.d9"
"LHCGR",7.71184941173869,"male","gonads","n9","chicks","y129.x_male_gonad_n9"
"LHCGR",7.62215518808569,"male","gonads","n9","chicks","y131.w185.x_male_gonad_n9"
"LHCGR",6.59442686740301,"male","gonads","inc.d17","eggs","y133.w77.r58_male_gonad_inc.d17"
"LHCGR",7.08689512872592,"male","gonads","m.inc.d17","loss","y148.w81.g145_male_gonad_m.inc.d17"
"LHCGR",8.14465015310988,"male","gonads","inc.d3","eggs","y149.r52.x_male_gonad_inc.d3"
"LHCGR",7.50239298998939,"male","gonads","m.inc.d3","loss","y18.x_male_gonad_m.inc.d3"
"LHCGR",6.22296980679129,"male","gonads","m.inc.d17","loss","y4.x_male_gonad_m.inc.d17"
"LHCGR",7.23690706066862,"male","gonads","early","chicks","y55.x_male_gonad_m.inc.d8"
"LHCGR",7.22178935232008,"male","gonads","m.inc.d9","loss","y63.x_male_gonad_m.inc.d9"
"LHCGR",8.02944447546965,"male","gonads","inc.d9","eggs","y95.g131.x_male_gonad_inc.d9"
"LHCGR",6.90323754763646,"male","gonads","inc.d3","eggs","y98.o50.x_male_gonad_inc.d3"
"MC4R",5.61940923478322,"male","gonads","control","reference","L.Blu13_male_gonad_control.NYNO"
"MC4R",5.60738914242739,"male","gonads","control","reference","L.G107_male_gonad_control"
"MC4R",5.05272358504361,"male","gonads","control","reference","L.R3_male_gonad_control.NYNO"
"MC4R",5.25627370326108,"male","gonads","control","reference","L.R8_male_gonad_control"
"MC4R",5.52278069408223,"male","gonads","control","reference","L.W33_male_gonad_control"
"MC4R",5.56206043071532,"male","gonads","control","reference","L.W3_male_gonad_control.NYNO"
"MC4R",5.51117093574804,"male","gonads","control","reference","L.W4_male_gonad_control.NYNO"
"MC4R",5.56531651890695,"male","gonads","control","reference","R.Y108.W29_male_gonad_control"
"MC4R",5.47387409406498,"male","gonads","prolong","eggs","blk.s030.o.g_male_gonad_prolong"
"MC4R",5.05272358504361,"male","gonads","n5","chicks","blk12.x_male_gonad_n5"
"MC4R",5.40287282970419,"male","gonads","inc.d17","eggs","blk17.x_male_gonad_inc.d17"
"MC4R",5.43328396461253,"male","gonads","m.inc.d3","loss","blk5.x_male_gonad_m.inc.d3"
"MC4R",5.05272358504361,"male","gonads","m.n2","loss","blu10.w26.x_male_gonad_m.hatch"
"MC4R",5.53643702340079,"male","gonads","hatch","chicks","blu104.w120.x_male_gonad_hatch"
"MC4R",5.05272358504361,"male","gonads","inc.d9","eggs","blu108.w40.o158_male_gonad_inc.d9"
"MC4R",5.3811357647456,"male","gonads","inc.d3","eggs","blu111.w113.x_male_gonad_inc.d3"
"MC4R",5.05272358504361,"male","gonads","inc.d17","eggs","blu113.w124.x_male_gonad_inc.d17"
"MC4R",5.52405847846057,"male","gonads","bldg","reference","blu114.r38.w198_male_gonad_bldg"
"MC4R",5.54724684412783,"male","gonads","inc.d17","eggs","blu121.w91.x_male_gonad_inc.d17"
"MC4R",5.05272358504361,"male","gonads","bldg","reference","blu33.y88.x_male_gonad_bldg"
"MC4R",5.3987411094973,"male","gonads","n5","chicks","blu37.r65.x_male_gonad_n5"
"MC4R",5.05272358504361,"male","gonads","n5","chicks","blu41.y100.x_male_gonad_n5"
"MC4R",5.34565737100271,"male","gonads","n9","chicks","blu81.r88_male_gonad_n9"
"MC4R",5.58539006705394,"male","gonads","m.n2","loss","blu84.x_male_gonad_extend.hatch"
"MC4R",5.40670434187691,"male","gonads","n5","chicks","d.s008.y.blk_male_gonad_n5"
"MC4R",5.31678023745886,"male","gonads","n5","chicks","d.s047.blk.o_male_gonad_n5"
"MC4R",5.4634093657289,"male","gonads","m.inc.d3","loss","d.s110.g.blk_male_gonad_m.inc.d3"
"MC4R",5.54472468707957,"male","gonads","m.inc.d3","loss","g.blk.s041.r_male_gonad_m.inc.d3"
"MC4R",5.25895864857487,"male","gonads","m.inc.d17","loss","g.o.y.s037_male_gonad_m.inc.d17"
"MC4R",5.05272358504361,"male","gonads","n9","chicks","g.s.blk.d_male_gonad_n9"
"MC4R",5.05272358504361,"male","gonads","lay","eggs","g.s.blk.y_male_gonad_lay"
"MC4R",5.05272358504361,"male","gonads","lay","eggs","g.s043.pu.blk_male_gonad_lay"
"MC4R",5.51275011900843,"male","gonads","m.n2","loss","g.s075.pk.pu_male_gonad_m.hatch"
"MC4R",5.40008083778965,"male","gonads","early","chicks","g.s111.r.blk_male_gonad_m.inc.d8"
"MC4R",5.43782124077556,"male","gonads","early","chicks","g.s179.o.pk_male_gonad_m.inc.d8"
"MC4R",5.62701685690627,"male","gonads","extend","chicks","g.s351.pk.w_male_gonad_extend"
"MC4R",5.31119513607698,"male","gonads","prolong","eggs","g.y.o.s_male_gonad_prolong"
"MC4R",5.05272358504361,"male","gonads","bldg","reference","g104.w82.x_male_gonad_bldg"
"MC4R",5.48265799018221,"male","gonads","hatch","chicks","g114.w83.x_male_gonad_hatch.NYNO"
"MC4R",5.39796638323294,"male","gonads","inc.d17","eggs","g130.y81.x_male_gonad_inc.d17"
"MC4R",5.2687230007894,"male","gonads","early","chicks","g137.r24.w5_male_gonad_m.inc.d8"
"MC4R",5.37719325810194,"male","gonads","inc.d17","eggs","g143.blu32.x_male_gonad_inc.d17"
"MC4R",5.52810409807139,"male","gonads","inc.d3","eggs","g146.blu51_male_gonad_inc.d3"
"MC4R",5.36077052738764,"male","gonads","inc.d3","eggs","g20.w106.x_male_gonad_inc.d3"
"MC4R",5.21815811983506,"male","gonads","extend","chicks","g3.g119.w20_male_gonad_extend"
"MC4R",5.42603960174819,"male","gonads","m.inc.d17","loss","g32.blu79_male_gonad_m.inc.d17"
"MC4R",5.57214795486429,"male","gonads","m.n2","loss","g34.x_male_gonad_m.hatch.NYNO"
"MC4R",5.45866227145733,"male","gonads","prolong","eggs","g38.x_male_gonad_inc.prolong"
"MC4R",5.68044413268219,"male","gonads","bldg","reference","g52.blu58_male_gonad_bldg"
"MC4R",5.52668634113667,"male","gonads","hatch","chicks","g53.y84_male_gonad_hatch"
"MC4R",5.55703385759929,"male","gonads","extend","chicks","g8.y197_male_gonad_extend"
"MC4R",5.64833040003888,"male","gonads","extend","chicks","l.s.o.blk_male_gonad_extend"
"MC4R",5.38385143507018,"male","gonads","m.inc.d17","loss","l.s024.y.g_male_gonad_m.inc.d17"
"MC4R",5.57487491120254,"male","gonads","prolong","eggs","l.s080.blk.r_male_gonad_prolong"
"MC4R",5.47162847953788,"male","gonads","m.inc.d9","loss","l.s280.g.blk_male_gonad_m.inc.d9"
"MC4R",5.38290020730683,"male","gonads","m.inc.d9","loss","o.d.s009_male_gonad_m.inc.d9"
"MC4R",5.39448022617611,"male","gonads","lay","eggs","o.s.w.r_male_gonad_lay"
"MC4R",5.46102059273339,"male","gonads","m.inc.d3","loss","o.s010.r.blk_male_gonad_m.inc.d3"
"MC4R",5.3645083671664,"male","gonads","prolong","eggs","o114.blu9_male_gonad_inc.prolong"
"MC4R",5.48598744378403,"male","gonads","n5","chicks","o152.o120.w42_male_gonad_n5"
"MC4R",5.48043168511696,"male","gonads","m.n2","loss","o3.x_male_gonad_m.n2"
"MC4R",5.33545354153352,"male","gonads","hatch","chicks","o39.y77.x_male_gonad_hatch"
"MC4R",5.43995475541553,"male","gonads","hatch","chicks","o44.blu26.x_male_gonad_hatch"
"MC4R",5.05272358504361,"male","gonads","inc.d3","eggs","o48.r197.x_male_gonad_inc.d3"
"MC4R",5.05272358504361,"male","gonads","inc.d9","eggs","o49.x_male_gonad_inc.d9"
"MC4R",5.05272358504361,"male","gonads","inc.d9","eggs","o57.g59_male_gonad_inc.d9"
"MC4R",5.7767863902703,"male","gonads","m.inc.d17","loss","o59.blu64_male_gonad_m.inc.d17"
"MC4R",5.21493483557032,"male","gonads","prolong","eggs","pk.s.d.g_male_gonad_prolong"
"MC4R",5.35076000573958,"male","gonads","lay","eggs","pk.s238.blk.w_male_gonad_lay"
"MC4R",5.33470958285803,"male","gonads","lay","eggs","pk.w.s141.o_male_gonad_lay"
"MC4R",5.46592642580711,"male","gonads","early","chicks","pu.blk.s102.y_male_gonad_m.inc.d8"
"MC4R",5.31476572894185,"male","gonads","lay","eggs","r.s005.pk.blk_male_gonad_lay"
"MC4R",5.52664617945259,"male","gonads","extend","chicks","r.s057.g.pk_male_gonad_extend"
"MC4R",5.49003208815299,"male","gonads","early","chicks","r.s058.d.l_male_gonad_m.inc.d8"
"MC4R",5.05272358504361,"male","gonads","bldg","reference","r.s059.d.o_male_gonad_bldg"
"MC4R",5.47565062400152,"male","gonads","extend","chicks","r.s086.l.blk_male_gonad_extend"
"MC4R",5.43224895097442,"male","gonads","lay","eggs","r.s116.blk.pu_male_gonad_lay"
"MC4R",5.28544622901706,"male","gonads","extend","chicks","r.s172.l.y_male_gonad_extend"
"MC4R",5.65573616819362,"male","gonads","n9","chicks","r.y.s007.blk_male_gonad_n9"
"MC4R",5.60534267165588,"male","gonads","inc.d17","eggs","r176.blu54_male_gonad_inc.d17"
"MC4R",5.39561926348096,"male","gonads","lay","eggs","r190.o43.x_male_gonad_lay"
"MC4R",5.48592369796785,"male","gonads","n9","chicks","r195.x_male_gonad_n9"
"MC4R",5.33928589517853,"male","gonads","m.inc.d9","loss","r196.x_male_gonad_m.inc.d9"
"MC4R",5.45303222012694,"male","gonads","n9","chicks","r37.w100.x_male_gonad_n9"
"MC4R",5.05272358504361,"male","gonads","early","chicks","r4.x_male_gonad_m.inc.d8"
"MC4R",5.36404316033605,"male","gonads","hatch","chicks","r41.w99.x_male_gonad_hatch"
"MC4R",5.51073334286282,"male","gonads","inc.d9","eggs","r45.X_male_gonad_inc.d9"
"MC4R",5.3789449984205,"male","gonads","hatch","chicks","r72.y83.x_male_gonad_hatch"
"MC4R",5.05272358504361,"male","gonads","prolong","eggs","r81.x_male_gonad_inc.prolong"
"MC4R",5.40656619700579,"male","gonads","m.inc.d9","loss","r84.x_male_gonad_m.inc.d9"
"MC4R",5.54691518383544,"male","gonads","m.inc.d9","loss","r85.g39_male_gonad_m.inc.d9.NYNO"
"MC4R",5.05272358504361,"male","gonads","prolong","eggs","r90.x_male_gonad_inc.prolong"
"MC4R",5.05272358504361,"male","gonads","bldg","reference","s.pu148.blk.r_male_gonad_bldg"
"MC4R",5.36994851635539,"male","gonads","early","chicks","s044.blk.d.r_male_gonad_m.inc.d8"
"MC4R",5.51442832845378,"male","gonads","m.n2","loss","s062.d.blk.g_male_gonad_m.hatch"
"MC4R",5.28954306958822,"male","gonads","m.inc.d17","loss","s064.g.blk.pu_male_gonad_m.inc.d17"
"MC4R",5.57363846817493,"male","gonads","bldg","reference","s065.l.d.o_male_gonad_bldg"
"MC4R",5.05272358504361,"male","gonads","bldg","reference","s066.l.d.r_male_gonad_bldg"
"MC4R",5.37835494202184,"male","gonads","early","chicks","s067.o.l.y_male_gonad_m.inc.d8"
"MC4R",5.74922807759494,"male","gonads","m.inc.d3","loss","s071.pu.g.pk_male_gonad_m.inc.d3"
"MC4R",5.40503312664739,"male","gonads","m.n2","loss","s090.blk.pk.w_male_gonad_m.hatch"
"MC4R",5.60853494965712,"male","gonads","m.inc.d17","loss","s096.g.blk.pk_male_gonad_m.inc.d17"
"MC4R",5.43399396503077,"male","gonads","m.inc.d3","loss","s139.l.blk.w_male_gonad_m.inc.d3"
"MC4R",5.708353299407,"male","gonads","lay","eggs","s150.w.g.blk_male_gonad_lay"
"MC4R",5.35018009560892,"male","gonads","m.inc.d3","loss","s175.blk.pu.pk_male_gonad_m.inc.d3"
"MC4R",5.45772443970537,"male","gonads","n9","chicks","s187.l.o.r_male_gonad_n9"
"MC4R",5.703604252989,"male","gonads","lay","eggs","s243.blk.pk.r_male_gonad_lay"
"MC4R",5.371877236451,"male","gonads","inc.d9","eggs","w34.x_male_gonad_inc.d9"
"MC4R",5.5355133883261,"male","gonads","control","reference","x.blk.blk.ATLAS_male_gonad_control"
"MC4R",5.50653515026289,"male","gonads","n9","chicks","x.blk16_male_gonad_n9.NYNO"
"MC4R",5.63998401617031,"male","gonads","m.n2","loss","x.blk23_male_gonad_m.n2"
"MC4R",5.75789373868856,"male","gonads","inc.d9","eggs","x.blu106.o153_male_gonad_inc.d9.NYNO"
"MC4R",5.53050826339906,"male","gonads","inc.d17","eggs","x.blu117.w89_male_gonad_inc.d17"
"MC4R",5.05272358504361,"male","gonads","n9","chicks","x.blu23.w14_male_gonad_n9"
"MC4R",5.39955338892801,"male","gonads","n5","chicks","x.blu30_male_gonad_n5"
"MC4R",5.39427030200582,"male","gonads","inc.d3","eggs","x.blu42.o28_male_gonad_inc.d3"
"MC4R",5.35392641819007,"male","gonads","prolong","eggs","x.blu57_male_gonad_prolong"
"MC4R",5.32407539046484,"male","gonads","extend","chicks","x.blu69_male_gonad_extend"
"MC4R",5.39354642921585,"male","gonads","extend","chicks","x.blu73_male_gonad_extend"
"MC4R",5.68577996643984,"male","gonads","m.n2","loss","x.blu76_male_gonad_m.hatch"
"MC4R",5.05272358504361,"male","gonads","control","reference","x.g.ATLAS_male_gonad_control"
"MC4R",5.47932603145225,"male","gonads","control","reference","x.g.g.ATLAS_male_gonad_control"
"MC4R",5.62100592279367,"male","gonads","control","reference","x.g.g.g.ATLAS_male_gonad_control"
"MC4R",5.60889144497141,"male","gonads","inc.d9","eggs","x.g13.w109_male_gonad_inc.d9"
"MC4R",5.05272358504361,"male","gonads","inc.d17","eggs","x.g14.w199_male_gonad_inc.d17"
"MC4R",5.51817513090588,"male","gonads","inc.d3","eggs","x.g147.blu28_male_gonad_inc.d3"
"MC4R",5.39160351180663,"male","gonads","m.inc.d3","loss","x.g5.w79_male_gonad_m.inc.d3"
"MC4R",5.38725137721218,"male","gonads","hatch","chicks","x.g70_male_gonad_hatch"
"MC4R",5.48774282046381,"male","gonads","m.inc.d9","loss","x.o117_male_gonad_m.inc.d9"
"MC4R",5.05272358504361,"male","gonads","hatch","chicks","x.o160.w102_male_gonad_hatch"
"MC4R",5.05272358504361,"male","gonads","inc.d3","eggs","x.o163.w101_male_gonad_inc.d3"
"MC4R",5.2344507360851,"male","gonads","n5","chicks","x.o164.w123_male_gonad_n5"
"MC4R",5.44368624218583,"male","gonads","n9","chicks","x.o2_male_gonad_n9"
"MC4R",5.36942596958551,"male","gonads","bldg","reference","x.o30.g134_male_gonad_bldg"
"MC4R",5.49531424286825,"male","gonads","m.inc.d17","loss","x.o40.r70_male_gonad_m.inc.d17"
"MC4R",5.94023241492682,"male","gonads","inc.d9","eggs","x.o47.y82_male_gonad_inc.d9"
"MC4R",5.28555033061661,"male","gonads","m.n2","loss","x.o4_male_gonad_m.hatch"
"MC4R",5.58081930521902,"male","gonads","n5","chicks","x.o68_male_gonad_n5"
"MC4R",5.32881266095036,"male","gonads","m.inc.d17","loss","x.r10.w18_male_gonad_m.inc.d17"
"MC4R",5.43485287970573,"male","gonads","hatch","chicks","x.r178_male_gonad_hatch"
"MC4R",5.05272358504361,"male","gonads","n5","chicks","x.r181_male_gonad_n5"
"MC4R",5.31550102566672,"male","gonads","m.inc.d3","loss","x.r185_male_gonad_m.inc.d3"
"MC4R",5.05272358504361,"male","gonads","inc.d17","eggs","x.r29.w96_male_gonad_inc.d17"
"MC4R",5.46754435242989,"male","gonads","inc.d3","eggs","x.r64.g140_male_gonad_inc.d3"
"MC4R",5.05272358504361,"male","gonads","bldg","reference","x.r67.blu35_male_gonad_bldg"
"MC4R",5.05272358504361,"male","gonads","inc.d9","eggs","x.w192.o157_male_gonad_inc.d9"
"MC4R",5.05272358504361,"male","gonads","control","reference","x.y.s.ATLAS_male_gonad_control"
"MC4R",5.62944115742641,"male","gonads","inc.d17","eggs","x.y132.w76_male_gonad_inc.d17"
"MC4R",5.25019372631826,"male","gonads","inc.d9","eggs","x.y141.w116_male_gonad_inc.d9"
"MC4R",5.50585914098493,"male","gonads","early","chicks","x.y51_male_gonad_m.inc.d8"
"MC4R",5.42065479142372,"male","gonads","prolong","eggs","x.y79_male_gonad_prolong"
"MC4R",5.05272358504361,"male","gonads","m.inc.d9","loss","y.w.blk_male_gonad_m.inc.d9"
"MC4R",5.69559600803355,"male","gonads","n9","chicks","y129.x_male_gonad_n9"
"MC4R",5.40627250537179,"male","gonads","n9","chicks","y131.w185.x_male_gonad_n9"
"MC4R",5.82000510631725,"male","gonads","inc.d17","eggs","y133.w77.r58_male_gonad_inc.d17"
"MC4R",5.45187909279101,"male","gonads","m.inc.d17","loss","y148.w81.g145_male_gonad_m.inc.d17"
"MC4R",5.05272358504361,"male","gonads","inc.d3","eggs","y149.r52.x_male_gonad_inc.d3"
"MC4R",5.45205190540047,"male","gonads","m.inc.d3","loss","y18.x_male_gonad_m.inc.d3"
"MC4R",5.05272358504361,"male","gonads","m.inc.d17","loss","y4.x_male_gonad_m.inc.d17"
"MC4R",5.43092936095815,"male","gonads","early","chicks","y55.x_male_gonad_m.inc.d8"
"MC4R",5.3700192345837,"male","gonads","m.inc.d9","loss","y63.x_male_gonad_m.inc.d9"
"MC4R",5.75060225514291,"male","gonads","inc.d9","eggs","y95.g131.x_male_gonad_inc.d9"
"MC4R",5.36914374408294,"male","gonads","inc.d3","eggs","y98.o50.x_male_gonad_inc.d3"
"MC5R",5.45471020085838,"male","gonads","control","reference","L.Blu13_male_gonad_control.NYNO"
"MC5R",5.05272358504361,"male","gonads","control","reference","L.G107_male_gonad_control"
"MC5R",5.57627376474666,"male","gonads","control","reference","L.R3_male_gonad_control.NYNO"
"MC5R",5.5492765726239,"male","gonads","control","reference","L.R8_male_gonad_control"
"MC5R",5.05272358504361,"male","gonads","control","reference","L.W33_male_gonad_control"
"MC5R",5.56206043071532,"male","gonads","control","reference","L.W3_male_gonad_control.NYNO"
"MC5R",5.05272358504361,"male","gonads","control","reference","L.W4_male_gonad_control.NYNO"
"MC5R",5.05272358504361,"male","gonads","control","reference","R.Y108.W29_male_gonad_control"
"MC5R",5.31964843996654,"male","gonads","prolong","eggs","blk.s030.o.g_male_gonad_prolong"
"MC5R",5.73158750259501,"male","gonads","n5","chicks","blk12.x_male_gonad_n5"
"MC5R",5.05272358504361,"male","gonads","inc.d17","eggs","blk17.x_male_gonad_inc.d17"
"MC5R",5.22330982874533,"male","gonads","m.inc.d3","loss","blk5.x_male_gonad_m.inc.d3"
"MC5R",5.47423978783505,"male","gonads","m.n2","loss","blu10.w26.x_male_gonad_m.hatch"
"MC5R",5.39555775614164,"male","gonads","hatch","chicks","blu104.w120.x_male_gonad_hatch"
"MC5R",5.05272358504361,"male","gonads","inc.d9","eggs","blu108.w40.o158_male_gonad_inc.d9"
"MC5R",5.05272358504361,"male","gonads","inc.d3","eggs","blu111.w113.x_male_gonad_inc.d3"
"MC5R",5.05272358504361,"male","gonads","inc.d17","eggs","blu113.w124.x_male_gonad_inc.d17"
"MC5R",5.38674534271333,"male","gonads","bldg","reference","blu114.r38.w198_male_gonad_bldg"
"MC5R",5.05272358504361,"male","gonads","inc.d17","eggs","blu121.w91.x_male_gonad_inc.d17"
"MC5R",5.33472522684061,"male","gonads","bldg","reference","blu33.y88.x_male_gonad_bldg"
"MC5R",5.3987411094973,"male","gonads","n5","chicks","blu37.r65.x_male_gonad_n5"
"MC5R",5.05272358504361,"male","gonads","n5","chicks","blu41.y100.x_male_gonad_n5"
"MC5R",5.39078179143953,"male","gonads","n9","chicks","blu81.r88_male_gonad_n9"
"MC5R",5.27121219418312,"male","gonads","m.n2","loss","blu84.x_male_gonad_extend.hatch"
"MC5R",5.05272358504361,"male","gonads","n5","chicks","d.s008.y.blk_male_gonad_n5"
"MC5R",5.46936743374973,"male","gonads","n5","chicks","d.s047.blk.o_male_gonad_n5"
"MC5R",5.23688355076215,"male","gonads","m.inc.d3","loss","d.s110.g.blk_male_gonad_m.inc.d3"
"MC5R",5.23945459552852,"male","gonads","m.inc.d3","loss","g.blk.s041.r_male_gonad_m.inc.d3"
"MC5R",5.05272358504361,"male","gonads","m.inc.d17","loss","g.o.y.s037_male_gonad_m.inc.d17"
"MC5R",5.05272358504361,"male","gonads","n9","chicks","g.s.blk.d_male_gonad_n9"
"MC5R",5.39659867286695,"male","gonads","lay","eggs","g.s.blk.y_male_gonad_lay"
"MC5R",5.05272358504361,"male","gonads","lay","eggs","g.s043.pu.blk_male_gonad_lay"
"MC5R",5.34440702158348,"male","gonads","m.n2","loss","g.s075.pk.pu_male_gonad_m.hatch"
"MC5R",5.40008083778965,"male","gonads","early","chicks","g.s111.r.blk_male_gonad_m.inc.d8"
"MC5R",5.27549908410959,"male","gonads","early","chicks","g.s179.o.pk_male_gonad_m.inc.d8"
"MC5R",5.60778427992603,"male","gonads","extend","chicks","g.s351.pk.w_male_gonad_extend"
"MC5R",5.31119513607698,"male","gonads","prolong","eggs","g.y.o.s_male_gonad_prolong"
"MC5R",5.44261434707918,"male","gonads","bldg","reference","g104.w82.x_male_gonad_bldg"
"MC5R",5.35729340951834,"male","gonads","hatch","chicks","g114.w83.x_male_gonad_hatch.NYNO"
"MC5R",5.05272358504361,"male","gonads","inc.d17","eggs","g130.y81.x_male_gonad_inc.d17"
"MC5R",5.2687230007894,"male","gonads","early","chicks","g137.r24.w5_male_gonad_m.inc.d8"
"MC5R",5.61239078138948,"male","gonads","inc.d17","eggs","g143.blu32.x_male_gonad_inc.d17"
"MC5R",5.05272358504361,"male","gonads","inc.d3","eggs","g146.blu51_male_gonad_inc.d3"
"MC5R",5.05272358504361,"male","gonads","inc.d3","eggs","g20.w106.x_male_gonad_inc.d3"
"MC5R",5.62241117680467,"male","gonads","extend","chicks","g3.g119.w20_male_gonad_extend"
"MC5R",5.42603960174819,"male","gonads","m.inc.d17","loss","g32.blu79_male_gonad_m.inc.d17"
"MC5R",5.3536897085601,"male","gonads","m.n2","loss","g34.x_male_gonad_m.hatch.NYNO"
"MC5R",5.34023739779918,"male","gonads","prolong","eggs","g38.x_male_gonad_inc.prolong"
"MC5R",5.05272358504361,"male","gonads","bldg","reference","g52.blu58_male_gonad_bldg"
"MC5R",5.05272358504361,"male","gonads","hatch","chicks","g53.y84_male_gonad_hatch"
"MC5R",5.35781600759241,"male","gonads","extend","chicks","g8.y197_male_gonad_extend"
"MC5R",5.05272358504361,"male","gonads","extend","chicks","l.s.o.blk_male_gonad_extend"
"MC5R",5.47958796038266,"male","gonads","m.inc.d17","loss","l.s024.y.g_male_gonad_m.inc.d17"
"MC5R",5.29991126746709,"male","gonads","prolong","eggs","l.s080.blk.r_male_gonad_prolong"
"MC5R",5.34945244550738,"male","gonads","m.inc.d9","loss","l.s280.g.blk_male_gonad_m.inc.d9"
"MC5R",5.05272358504361,"male","gonads","m.inc.d9","loss","o.d.s009_male_gonad_m.inc.d9"
"MC5R",5.29466384836149,"male","gonads","lay","eggs","o.s.w.r_male_gonad_lay"
"MC5R",5.34191323434718,"male","gonads","m.inc.d3","loss","o.s010.r.blk_male_gonad_m.inc.d3"
"MC5R",5.05272358504361,"male","gonads","prolong","eggs","o114.blu9_male_gonad_inc.prolong"
"MC5R",5.2170092331129,"male","gonads","n5","chicks","o152.o120.w42_male_gonad_n5"
"MC5R",5.35571053727472,"male","gonads","m.n2","loss","o3.x_male_gonad_m.n2"
"MC5R",5.33545354153352,"male","gonads","hatch","chicks","o39.y77.x_male_gonad_hatch"
"MC5R",5.43995475541553,"male","gonads","hatch","chicks","o44.blu26.x_male_gonad_hatch"
"MC5R",5.05272358504361,"male","gonads","inc.d3","eggs","o48.r197.x_male_gonad_inc.d3"
"MC5R",5.05272358504361,"male","gonads","inc.d9","eggs","o49.x_male_gonad_inc.d9"
"MC5R",5.05272358504361,"male","gonads","inc.d9","eggs","o57.g59_male_gonad_inc.d9"
"MC5R",5.31106833024431,"male","gonads","m.inc.d17","loss","o59.blu64_male_gonad_m.inc.d17"
"MC5R",6.11713638438125,"male","gonads","prolong","eggs","pk.s.d.g_male_gonad_prolong"
"MC5R",5.43222777460744,"male","gonads","lay","eggs","pk.s238.blk.w_male_gonad_lay"
"MC5R",5.05272358504361,"male","gonads","lay","eggs","pk.w.s141.o_male_gonad_lay"
"MC5R",5.05272358504361,"male","gonads","early","chicks","pu.blk.s102.y_male_gonad_m.inc.d8"
"MC5R",5.31476572894185,"male","gonads","lay","eggs","r.s005.pk.blk_male_gonad_lay"
"MC5R",5.47699086194362,"male","gonads","extend","chicks","r.s057.g.pk_male_gonad_extend"
"MC5R",5.24889231434869,"male","gonads","early","chicks","r.s058.d.l_male_gonad_m.inc.d8"
"MC5R",5.05272358504361,"male","gonads","bldg","reference","r.s059.d.o_male_gonad_bldg"
"MC5R",5.33015909862115,"male","gonads","extend","chicks","r.s086.l.blk_male_gonad_extend"
